cellosaurus_id,cell_line_name,pubchem_id,drug_name,AUC,tissue
CVCL_1818,Granta-519,462382,MG-132,0.35478125,Lymph
CVCL_1187,EC-GI-10,462382,MG-132,0.39421875,Esophagus
CVCL_0099,SNU-1,44632017,YK-4-279,0.398,Stomach
CVCL_0099,SNU-1,60750,Gemcitabine,0.169259375,Stomach
CVCL_1245,HCC1143,44632017,YK-4-279,0.41328125,Breast
CVCL_3116,OVISE,44632017,YK-4-279,0.44409375,Ovary
CVCL_5098,SNU-81,24785538,BMS-754807,0.35446875,Colon
CVCL_5098,SNU-81,6505803,Tanespimycin,0.309753125,Colon
CVCL_0012,LP-1,10385095,Telomerase Inhibitor IX,0.39253125,Blood
CVCL_0012,LP-1,24785538,BMS-754807,0.215084375,Blood
CVCL_0012,LP-1,44632017,YK-4-279,0.37475,Blood
CVCL_0012,LP-1,5284616,Rapamycin,0.226196875,Blood
CVCL_0012,LP-1,60750,Gemcitabine,0.3601875,Blood
CVCL_0012,LP-1,637858,Piperlongumine,0.37465625,Blood
CVCL_0012,LP-1,6505803,Tanespimycin,0.34396875,Blood
CVCL_0029,EFO-21,10385095,Telomerase Inhibitor IX,0.40078125,Ovary
CVCL_0029,EFO-21,24785538,BMS-754807,0.4396875,Ovary
CVCL_0029,EFO-21,44632017,YK-4-279,0.42265625,Ovary
CVCL_0029,EFO-21,5284616,Rapamycin,0.416125,Ovary
CVCL_0029,EFO-21,60750,Gemcitabine,0.323625,Ovary
CVCL_0029,EFO-21,637858,Piperlongumine,0.4553125,Ovary
CVCL_0029,EFO-21,6505803,Tanespimycin,0.35725,Ovary
CVCL_0067,Namalwa,10385095,Telomerase Inhibitor IX,0.33890625,Lymph
CVCL_0067,Namalwa,24785538,BMS-754807,0.380125,Lymph
CVCL_0067,Namalwa,44632017,YK-4-279,0.34803125,Lymph
CVCL_0067,Namalwa,5284616,Rapamycin,0.269071875,Lymph
CVCL_0067,Namalwa,60750,Gemcitabine,0.10024375,Lymph
CVCL_0067,Namalwa,637858,Piperlongumine,0.35865625,Lymph
CVCL_0067,Namalwa,6505803,Tanespimycin,0.3561875,Lymph
CVCL_0080,A-673,10385095,Telomerase Inhibitor IX,0.36521875,Bone
CVCL_0080,A-673,24785538,BMS-754807,0.26308125,Bone
CVCL_0080,A-673,44632017,YK-4-279,0.3510625,Bone
CVCL_0080,A-673,5284616,Rapamycin,0.222521875,Bone
CVCL_0080,A-673,60750,Gemcitabine,0.10905625,Bone
CVCL_0080,A-673,637858,Piperlongumine,0.348,Bone
CVCL_0080,A-673,6505803,Tanespimycin,0.336375,Bone
CVCL_0099,SNU-1,10385095,Telomerase Inhibitor IX,0.3464375,Stomach
CVCL_0099,SNU-1,24785538,BMS-754807,0.35196875,Stomach
CVCL_0099,SNU-1,46224516,UNC0638,0.4135625,Stomach
CVCL_0099,SNU-1,5284616,Rapamycin,0.2368125,Stomach
CVCL_0099,SNU-1,637858,Piperlongumine,0.35496875,Stomach
CVCL_0099,SNU-1,6505803,Tanespimycin,0.20663125,Stomach
CVCL_0107,BCP-1,5284616,Rapamycin,0.117703125,Lymph
CVCL_0107,BCP-1,60750,Gemcitabine,0.2367125,Lymph
CVCL_0134,A2780,10385095,Telomerase Inhibitor IX,0.34653125,Ovary
CVCL_0134,A2780,24785538,BMS-754807,0.351625,Ovary
CVCL_0134,A2780,44632017,YK-4-279,0.3409375,Ovary
CVCL_0134,A2780,46224516,UNC0638,0.4475,Ovary
CVCL_0134,A2780,5284616,Rapamycin,0.19161875,Ovary
CVCL_0134,A2780,60750,Gemcitabine,0.311028125,Ovary
CVCL_0134,A2780,637858,Piperlongumine,0.37859375,Ovary
CVCL_0134,A2780,6505803,Tanespimycin,0.263753125,Ovary
CVCL_0178,BT-20,10385095,Telomerase Inhibitor IX,0.36903125,Breast
CVCL_0178,BT-20,24785538,BMS-754807,0.41596875,Breast
CVCL_0178,BT-20,44632017,YK-4-279,0.4189375,Breast
CVCL_0178,BT-20,5284616,Rapamycin,0.353375,Breast
CVCL_0178,BT-20,60750,Gemcitabine,0.42321875,Breast
CVCL_0178,BT-20,637858,Piperlongumine,0.40578125,Breast
CVCL_0178,BT-20,6505803,Tanespimycin,0.360875,Breast
CVCL_0379,Ku812,10385095,Telomerase Inhibitor IX,0.36509375,Blood
CVCL_0379,Ku812,24785538,BMS-754807,0.36478125,Blood
CVCL_0379,Ku812,44632017,YK-4-279,0.35696875,Blood
CVCL_0379,Ku812,46224516,UNC0638,0.37471875,Blood
CVCL_0379,Ku812,5284616,Rapamycin,0.240634375,Blood
CVCL_0379,Ku812,60750,Gemcitabine,0.136953125,Blood
CVCL_0379,Ku812,637858,Piperlongumine,0.35640625,Blood
CVCL_0379,Ku812,6505803,Tanespimycin,0.2518,Blood
CVCL_0428,MIA PaCa-2,10385095,Telomerase Inhibitor IX,0.37284375,Pancreas
CVCL_0428,MIA PaCa-2,24785538,BMS-754807,0.3874375,Pancreas
CVCL_0428,MIA PaCa-2,44632017,YK-4-279,0.4165,Pancreas
CVCL_0428,MIA PaCa-2,5284616,Rapamycin,0.3813125,Pancreas
CVCL_0428,MIA PaCa-2,60750,Gemcitabine,0.31846875,Pancreas
CVCL_0428,MIA PaCa-2,637858,Piperlongumine,0.3813125,Pancreas
CVCL_0428,MIA PaCa-2,6505803,Tanespimycin,0.190053125,Pancreas
CVCL_0533,SK-UT-1,10385095,Telomerase Inhibitor IX,0.3880625,Soft Tissue
CVCL_0533,SK-UT-1,24785538,BMS-754807,0.42540625,Soft Tissue
CVCL_0533,SK-UT-1,44632017,YK-4-279,0.4054375,Soft Tissue
CVCL_0533,SK-UT-1,5284616,Rapamycin,0.3519375,Soft Tissue
CVCL_0533,SK-UT-1,60750,Gemcitabine,0.27605625,Soft Tissue
CVCL_0533,SK-UT-1,637858,Piperlongumine,0.42503125,Soft Tissue
CVCL_0533,SK-UT-1,6505803,Tanespimycin,0.29363125,Soft Tissue
CVCL_0547,SW620,10385095,Telomerase Inhibitor IX,0.3084625,Colon
CVCL_0547,SW620,24785538,BMS-754807,0.372875,Colon
CVCL_0547,SW620,44632017,YK-4-279,0.4081875,Colon
CVCL_0547,SW620,46224516,UNC0638,0.4815,Colon
CVCL_0547,SW620,5284616,Rapamycin,0.371,Colon
CVCL_0547,SW620,637858,Piperlongumine,0.38275,Colon
CVCL_0547,SW620,6505803,Tanespimycin,0.272309375,Colon
CVCL_0599,SK-MEL-24,10385095,Telomerase Inhibitor IX,0.35984375,Skin
CVCL_0599,SK-MEL-24,24785538,BMS-754807,0.33865625,Skin
CVCL_0599,SK-MEL-24,44632017,YK-4-279,0.422375,Skin
CVCL_0599,SK-MEL-24,5284616,Rapamycin,0.4496875,Skin
CVCL_0599,SK-MEL-24,60750,Gemcitabine,0.3719375,Skin
CVCL_0599,SK-MEL-24,637858,Piperlongumine,0.4041875,Skin
CVCL_0599,SK-MEL-24,6505803,Tanespimycin,0.29031875,Skin
CVCL_0600,SK-MEL-31,10385095,Telomerase Inhibitor IX,0.402875,Skin
CVCL_0600,SK-MEL-31,24785538,BMS-754807,0.40190625,Skin
CVCL_0600,SK-MEL-31,44632017,YK-4-279,0.445125,Skin
CVCL_0600,SK-MEL-31,46224516,UNC0638,0.4681875,Skin
CVCL_0600,SK-MEL-31,5284616,Rapamycin,0.435625,Skin
CVCL_0600,SK-MEL-31,637858,Piperlongumine,0.41540625,Skin
CVCL_0600,SK-MEL-31,6505803,Tanespimycin,0.4308125,Skin
CVCL_0620,MDA-MB-361,10385095,Telomerase Inhibitor IX,0.38696875,Breast
CVCL_0620,MDA-MB-361,24785538,BMS-754807,0.331125,Breast
CVCL_0620,MDA-MB-361,44632017,YK-4-279,0.4413125,Breast
CVCL_0620,MDA-MB-361,46224516,UNC0638,0.4540625,Breast
CVCL_0620,MDA-MB-361,5284616,Rapamycin,0.260396875,Breast
CVCL_0620,MDA-MB-361,60750,Gemcitabine,0.37184375,Breast
CVCL_0629,SK-LU-1,10385095,Telomerase Inhibitor IX,0.41115625,Lung
CVCL_0629,SK-LU-1,24785538,BMS-754807,0.379,Lung
CVCL_0629,SK-LU-1,44632017,YK-4-279,0.42534375,Lung
CVCL_0629,SK-LU-1,46224516,UNC0638,0.3963125,Lung
CVCL_0629,SK-LU-1,5284616,Rapamycin,0.3316875,Lung
CVCL_0629,SK-LU-1,637858,Piperlongumine,0.4276875,Lung
CVCL_0629,SK-LU-1,6505803,Tanespimycin,0.312875,Lung
CVCL_1045,22Rv1,24785538,BMS-754807,0.339,Prostate
CVCL_1045,22Rv1,44632017,YK-4-279,0.378875,Prostate
CVCL_1045,22Rv1,5284616,Rapamycin,0.26114375,Prostate
CVCL_1045,22Rv1,60750,Gemcitabine,0.216128125,Prostate
CVCL_1082,BEN,10385095,Telomerase Inhibitor IX,0.43509375,Lung
CVCL_1082,BEN,24785538,BMS-754807,0.51453125,Lung
CVCL_1082,BEN,44632017,YK-4-279,0.46875,Lung
CVCL_1082,BEN,5284616,Rapamycin,,Lung
CVCL_1082,BEN,60750,Gemcitabine,0.4686875,Lung
CVCL_1082,BEN,637858,Piperlongumine,0.47903125,Lung
CVCL_1082,BEN,6505803,Tanespimycin,0.4918125,Lung
CVCL_1085,BHT-101,10385095,Telomerase Inhibitor IX,0.39009375,Thyroid
CVCL_1085,BHT-101,24785538,BMS-754807,0.3685,Thyroid
CVCL_1085,BHT-101,44632017,YK-4-279,0.400875,Thyroid
CVCL_1085,BHT-101,5284616,Rapamycin,0.47325,Thyroid
CVCL_1085,BHT-101,637858,Piperlongumine,0.41484375,Thyroid
CVCL_1085,BHT-101,6505803,Tanespimycin,0.37921875,Thyroid
CVCL_1105,CAL-12T,10385095,Telomerase Inhibitor IX,0.396,Lung
CVCL_1105,CAL-12T,24785538,BMS-754807,0.3309375,Lung
CVCL_1105,CAL-12T,44632017,YK-4-279,0.43846875,Lung
CVCL_1105,CAL-12T,46224516,UNC0638,0.4149375,Lung
CVCL_1105,CAL-12T,5284616,Rapamycin,0.463625,Lung
CVCL_1105,CAL-12T,60750,Gemcitabine,0.43121875,Lung
CVCL_1105,CAL-12T,637858,Piperlongumine,0.4105625,Lung
CVCL_1105,CAL-12T,6505803,Tanespimycin,0.3718125,Lung
CVCL_1133,COLO 741,10385095,Telomerase Inhibitor IX,0.42375,Skin
CVCL_1133,COLO 741,24785538,BMS-754807,0.440625,Skin
CVCL_1133,COLO 741,44632017,YK-4-279,0.35384375,Skin
CVCL_1133,COLO 741,5284616,Rapamycin,0.36878125,Skin
CVCL_1133,COLO 741,60750,Gemcitabine,0.36459375,Skin
CVCL_1133,COLO 741,637858,Piperlongumine,0.3493125,Skin
CVCL_1133,COLO 741,6505803,Tanespimycin,0.41296875,Skin
CVCL_1167,Daoy,10385095,Telomerase Inhibitor IX,0.35846875,Brain
CVCL_1167,Daoy,24785538,BMS-754807,0.40771875,Brain
CVCL_1167,Daoy,44632017,YK-4-279,0.37240625,Brain
CVCL_1167,Daoy,46224516,UNC0638,0.451,Brain
CVCL_1167,Daoy,5284616,Rapamycin,0.35696875,Brain
CVCL_1167,Daoy,60750,Gemcitabine,0.195778125,Brain
CVCL_1167,Daoy,637858,Piperlongumine,0.40840625,Brain
CVCL_1167,Daoy,6505803,Tanespimycin,0.3558125,Brain
CVCL_1183,DU4475,10385095,Telomerase Inhibitor IX,0.3215,Breast
CVCL_1183,DU4475,24785538,BMS-754807,0.30958125,Breast
CVCL_1183,DU4475,44632017,YK-4-279,0.3559375,Breast
CVCL_1183,DU4475,5284616,Rapamycin,0.22429375,Breast
CVCL_1183,DU4475,60750,Gemcitabine,0.14648125,Breast
CVCL_1183,DU4475,637858,Piperlongumine,0.3464375,Breast
CVCL_1183,DU4475,6505803,Tanespimycin,0.187753125,Breast
CVCL_1187,EC-GI-10,10385095,Telomerase Inhibitor IX,0.40853125,Esophagus
CVCL_1187,EC-GI-10,24785538,BMS-754807,0.3885,Esophagus
CVCL_1187,EC-GI-10,44632017,YK-4-279,0.38521875,Esophagus
CVCL_1187,EC-GI-10,5284616,Rapamycin,0.3435,Esophagus
CVCL_1187,EC-GI-10,60750,Gemcitabine,0.33159375,Esophagus
CVCL_1187,EC-GI-10,637858,Piperlongumine,0.4440625,Esophagus
CVCL_1187,EC-GI-10,6505803,Tanespimycin,0.38084375,Esophagus
CVCL_1231,GI-1,10385095,Telomerase Inhibitor IX,0.385,Brain
CVCL_1231,GI-1,24785538,BMS-754807,0.36959375,Brain
CVCL_1231,GI-1,44632017,YK-4-279,0.38984375,Brain
CVCL_1231,GI-1,5284616,Rapamycin,0.32225,Brain
CVCL_1231,GI-1,60750,Gemcitabine,0.29673125,Brain
CVCL_1231,GI-1,637858,Piperlongumine,0.41003125,Brain
CVCL_1231,GI-1,6505803,Tanespimycin,0.357875,Brain
